phase duration (us),pulse rate,stimulus amplitude (uA),amplitude,run,spike times (us)
50,800,4.38,1.2*threshold,49,169
50,800,4.38,1.2*threshold,49,171
50,800,4.38,1.2*threshold,49,174
50,800,4.38,1.2*threshold,49,176
50,800,4.38,1.2*threshold,49,179
50,800,4.38,1.2*threshold,49,181
50,800,4.38,1.2*threshold,49,184
50,800,4.38,1.2*threshold,49,186
50,800,4.38,1.2*threshold,49,189
50,800,4.38,1.2*threshold,49,191
50,800,4.38,1.2*threshold,49,194
50,800,4.38,1.2*threshold,49,196
50,800,4.38,1.2*threshold,49,199
50,800,4.38,1.2*threshold,49,201
50,800,4.38,1.2*threshold,49,204
50,800,4.38,1.2*threshold,49,206
50,800,4.38,1.2*threshold,49,209
50,800,4.38,1.2*threshold,49,211
50,800,4.38,1.2*threshold,49,215
50,800,4.38,1.2*threshold,49,218
50,800,4.38,1.2*threshold,49,220
50,800,4.38,1.2*threshold,49,223
50,800,4.38,1.2*threshold,49,225
50,800,4.38,1.2*threshold,49,228
50,800,4.38,1.2*threshold,49,230
50,800,4.38,1.2*threshold,49,233
50,800,4.38,1.2*threshold,49,235
50,800,4.38,1.2*threshold,49,238
50,800,4.38,1.2*threshold,49,240
50,800,4.38,1.2*threshold,49,243
50,800,4.38,1.2*threshold,49,245
50,800,4.38,1.2*threshold,49,248
50,800,4.38,1.2*threshold,49,250
50,800,4.38,1.2*threshold,49,253
50,800,4.38,1.2*threshold,49,255
50,800,4.38,1.2*threshold,49,258
50,800,4.38,1.2*threshold,49,260
50,800,4.38,1.2*threshold,49,263
50,800,4.38,1.2*threshold,49,265
50,800,4.38,1.2*threshold,49,268
50,800,4.38,1.2*threshold,49,270
50,800,4.38,1.2*threshold,49,273
50,800,4.38,1.2*threshold,49,275
50,800,4.38,1.2*threshold,49,278
50,800,4.38,1.2*threshold,49,280
50,800,4.38,1.2*threshold,49,283
50,800,4.38,1.2*threshold,49,285
50,800,4.38,1.2*threshold,49,288
50,800,4.38,1.2*threshold,49,290
50,800,4.38,1.2*threshold,49,293
50,800,4.38,1.2*threshold,49,295
50,800,4.38,1.2*threshold,49,298
50,800,5.48,1.5*threshold,0,1
50,800,5.48,1.5*threshold,0,4
50,800,5.48,1.5*threshold,0,6
50,800,5.48,1.5*threshold,0,9
50,800,5.48,1.5*threshold,0,11
50,800,5.48,1.5*threshold,0,14
50,800,5.48,1.5*threshold,0,16
50,800,5.48,1.5*threshold,0,19
50,800,5.48,1.5*threshold,0,21
50,800,5.48,1.5*threshold,0,24
50,800,5.48,1.5*threshold,0,26
50,800,5.48,1.5*threshold,0,29
50,800,5.48,1.5*threshold,0,33
50,800,5.48,1.5*threshold,0,35
50,800,5.48,1.5*threshold,0,38
50,800,5.48,1.5*threshold,0,40
50,800,5.48,1.5*threshold,0,43
50,800,5.48,1.5*threshold,0,45
50,800,5.48,1.5*threshold,0,48
50,800,5.48,1.5*threshold,0,50
50,800,5.48,1.5*threshold,0,53
50,800,5.48,1.5*threshold,0,55
50,800,5.48,1.5*threshold,0,58
50,800,5.48,1.5*threshold,0,60
50,800,5.48,1.5*threshold,0,63
50,800,5.48,1.5*threshold,0,65
50,800,5.48,1.5*threshold,0,68
50,800,5.48,1.5*threshold,0,70
50,800,5.48,1.5*threshold,0,73
50,800,5.48,1.5*threshold,0,75
50,800,5.48,1.5*threshold,0,78
50,800,5.48,1.5*threshold,0,80
50,800,5.48,1.5*threshold,0,83
50,800,5.48,1.5*threshold,0,87
50,800,5.48,1.5*threshold,0,89
50,800,5.48,1.5*threshold,0,91
50,800,5.48,1.5*threshold,0,94
50,800,5.48,1.5*threshold,0,96
50,800,5.48,1.5*threshold,0,99
50,800,5.48,1.5*threshold,0,101
50,800,5.48,1.5*threshold,0,104
50,800,5.48,1.5*threshold,0,106
50,800,5.48,1.5*threshold,0,109
50,800,5.48,1.5*threshold,0,111
50,800,5.48,1.5*threshold,0,114
50,800,5.48,1.5*threshold,0,116
50,800,5.48,1.5*threshold,0,119
50,800,5.48,1.5*threshold,0,121
50,800,5.48,1.5*threshold,0,124
50,800,5.48,1.5*threshold,0,126
50,800,5.48,1.5*threshold,0,129
50,800,5.48,1.5*threshold,0,131
50,800,5.48,1.5*threshold,0,134
50,800,5.48,1.5*threshold,0,136
50,800,5.48,1.5*threshold,0,139
50,800,5.48,1.5*threshold,0,141
50,800,5.48,1.5*threshold,0,144
50,800,5.48,1.5*threshold,0,146
50,800,5.48,1.5*threshold,0,149
50,800,5.48,1.5*threshold,0,153
50,800,5.48,1.5*threshold,0,155
50,800,5.48,1.5*threshold,0,158
50,800,5.48,1.5*threshold,0,160
50,800,5.48,1.5*threshold,0,163
50,800,5.48,1.5*threshold,0,165
50,800,5.48,1.5*threshold,0,168
50,800,5.48,1.5*threshold,0,170
50,800,5.48,1.5*threshold,0,173
50,800,5.48,1.5*threshold,0,175
50,800,5.48,1.5*threshold,0,178
50,800,5.48,1.5*threshold,0,180
50,800,5.48,1.5*threshold,0,183
50,800,5.48,1.5*threshold,0,185
50,800,5.48,1.5*threshold,0,188
50,800,5.48,1.5*threshold,0,190
50,800,5.48,1.5*threshold,0,193
50,800,5.48,1.5*threshold,0,195
50,800,5.48,1.5*threshold,0,198
50,800,5.48,1.5*threshold,0,200
50,800,5.48,1.5*threshold,0,204
50,800,5.48,1.5*threshold,0,206
50,800,5.48,1.5*threshold,0,209
50,800,5.48,1.5*threshold,0,211
50,800,5.48,1.5*threshold,0,214
50,800,5.48,1.5*threshold,0,216
50,800,5.48,1.5*threshold,0,219
50,800,5.48,1.5*threshold,0,221
50,800,5.48,1.5*threshold,0,224
50,800,5.48,1.5*threshold,0,227
50,800,5.48,1.5*threshold,0,229
50,800,5.48,1.5*threshold,0,231
50,800,5.48,1.5*threshold,0,234
50,800,5.48,1.5*threshold,0,236
50,800,5.48,1.5*threshold,0,239
50,800,5.48,1.5*threshold,0,241
50,800,5.48,1.5*threshold,0,244
50,800,5.48,1.5*threshold,0,248
50,800,5.48,1.5*threshold,0,250
50,800,5.48,1.5*threshold,0,253
50,800,5.48,1.5*threshold,0,255
50,800,5.48,1.5*threshold,0,258
50,800,5.48,1.5*threshold,0,260
50,800,5.48,1.5*threshold,0,263
50,800,5.48,1.5*threshold,0,265
50,800,5.48,1.5*threshold,0,268
50,800,5.48,1.5*threshold,0,270
50,800,5.48,1.5*threshold,0,273
50,800,5.48,1.5*threshold,0,275
50,800,5.48,1.5*threshold,0,278
50,800,5.48,1.5*threshold,0,280
50,800,5.48,1.5*threshold,0,283
50,800,5.48,1.5*threshold,0,285
50,800,5.48,1.5*threshold,0,288
50,800,5.48,1.5*threshold,0,290
50,800,5.48,1.5*threshold,0,293
50,800,5.48,1.5*threshold,0,295
50,800,5.48,1.5*threshold,0,298
50,800,5.48,1.5*threshold,1,1
50,800,5.48,1.5*threshold,1,4
50,800,5.48,1.5*threshold,1,6
50,800,5.48,1.5*threshold,1,9
50,800,5.48,1.5*threshold,1,11
50,800,5.48,1.5*threshold,1,14
50,800,5.48,1.5*threshold,1,16
50,800,5.48,1.5*threshold,1,19
50,800,5.48,1.5*threshold,1,21
50,800,5.48,1.5*threshold,1,24
50,800,5.48,1.5*threshold,1,26
50,800,5.48,1.5*threshold,1,29
50,800,5.48,1.5*threshold,1,31
50,800,5.48,1.5*threshold,1,34
50,800,5.48,1.5*threshold,1,36
50,800,5.48,1.5*threshold,1,39
50,800,5.48,1.5*threshold,1,41
50,800,5.48,1.5*threshold,1,44
50,800,5.48,1.5*threshold,1,46
50,800,5.48,1.5*threshold,1,49
50,800,5.48,1.5*threshold,1,51
50,800,5.48,1.5*threshold,1,54
50,800,5.48,1.5*threshold,1,56
50,800,5.48,1.5*threshold,1,59
50,800,5.48,1.5*threshold,1,61
50,800,5.48,1.5*threshold,1,64
50,800,5.48,1.5*threshold,1,66
50,800,5.48,1.5*threshold,1,69
50,800,5.48,1.5*threshold,1,71
50,800,5.48,1.5*threshold,1,74
50,800,5.48,1.5*threshold,1,76
50,800,5.48,1.5*threshold,1,79
50,800,5.48,1.5*threshold,1,81
50,800,5.48,1.5*threshold,1,84
50,800,5.48,1.5*threshold,1,86
50,800,5.48,1.5*threshold,1,89
50,800,5.48,1.5*threshold,1,91
50,800,5.48,1.5*threshold,1,94
50,800,5.48,1.5*threshold,1,96
50,800,5.48,1.5*threshold,1,99
50,800,5.48,1.5*threshold,1,101
50,800,5.48,1.5*threshold,1,104
50,800,5.48,1.5*threshold,1,106
50,800,5.48,1.5*threshold,1,109
50,800,5.48,1.5*threshold,1,111
50,800,5.48,1.5*threshold,1,114
50,800,5.48,1.5*threshold,1,116
50,800,5.48,1.5*threshold,1,119
50,800,5.48,1.5*threshold,1,121
50,800,5.48,1.5*threshold,1,124
50,800,5.48,1.5*threshold,1,126
50,800,5.48,1.5*threshold,1,129
50,800,5.48,1.5*threshold,1,131
50,800,5.48,1.5*threshold,1,134
50,800,5.48,1.5*threshold,1,136
50,800,5.48,1.5*threshold,1,139
50,800,5.48,1.5*threshold,1,141
50,800,5.48,1.5*threshold,1,144
50,800,5.48,1.5*threshold,1,146
50,800,5.48,1.5*threshold,1,149
50,800,5.48,1.5*threshold,1,151
50,800,5.48,1.5*threshold,1,159
50,800,5.48,1.5*threshold,1,161
50,800,5.48,1.5*threshold,1,164
50,800,5.48,1.5*threshold,1,168
50,800,5.48,1.5*threshold,1,170
50,800,5.48,1.5*threshold,1,173
50,800,5.48,1.5*threshold,1,175
50,800,5.48,1.5*threshold,1,178
50,800,5.48,1.5*threshold,1,180
50,800,5.48,1.5*threshold,1,183
50,800,5.48,1.5*threshold,1,185
50,800,5.48,1.5*threshold,1,188
50,800,5.48,1.5*threshold,1,190
50,800,5.48,1.5*threshold,1,193
50,800,5.48,1.5*threshold,1,195
50,800,5.48,1.5*threshold,1,198
50,800,5.48,1.5*threshold,1,200
50,800,5.48,1.5*threshold,1,203
50,800,5.48,1.5*threshold,1,205
50,800,5.48,1.5*threshold,1,208
50,800,5.48,1.5*threshold,1,215
50,800,5.48,1.5*threshold,1,218
50,800,5.48,1.5*threshold,1,220
50,800,5.48,1.5*threshold,1,224
50,800,5.48,1.5*threshold,1,226
50,800,5.48,1.5*threshold,1,229
50,800,5.48,1.5*threshold,1,231
50,800,5.48,1.5*threshold,1,234
50,800,5.48,1.5*threshold,1,236
50,800,5.48,1.5*threshold,1,239
50,800,5.48,1.5*threshold,1,241
50,800,5.48,1.5*threshold,1,244
50,800,5.48,1.5*threshold,1,246
50,800,5.48,1.5*threshold,1,249
50,800,5.48,1.5*threshold,1,251
50,800,5.48,1.5*threshold,1,254
50,800,5.48,1.5*threshold,1,256
50,800,5.48,1.5*threshold,1,259
50,800,5.48,1.5*threshold,1,261
50,800,5.48,1.5*threshold,1,264
50,800,5.48,1.5*threshold,1,266
50,800,5.48,1.5*threshold,1,269
50,800,5.48,1.5*threshold,1,271
50,800,5.48,1.5*threshold,1,274
50,800,5.48,1.5*threshold,1,276
50,800,5.48,1.5*threshold,1,279
50,800,5.48,1.5*threshold,1,281
50,800,5.48,1.5*threshold,1,284
50,800,5.48,1.5*threshold,1,286
50,800,5.48,1.5*threshold,1,289
50,800,5.48,1.5*threshold,1,292
50,800,5.48,1.5*threshold,1,295
50,800,5.48,1.5*threshold,1,298
50,800,5.48,1.5*threshold,2,1
50,800,5.48,1.5*threshold,2,4
50,800,5.48,1.5*threshold,2,6
50,800,5.48,1.5*threshold,2,9
50,800,5.48,1.5*threshold,2,11
50,800,5.48,1.5*threshold,2,14
50,800,5.48,1.5*threshold,2,16
50,800,5.48,1.5*threshold,2,19
50,800,5.48,1.5*threshold,2,21
50,800,5.48,1.5*threshold,2,24
50,800,5.48,1.5*threshold,2,26
50,800,5.48,1.5*threshold,2,29
50,800,5.48,1.5*threshold,2,31
50,800,5.48,1.5*threshold,2,34
50,800,5.48,1.5*threshold,2,36
50,800,5.48,1.5*threshold,2,39
50,800,5.48,1.5*threshold,2,41
50,800,5.48,1.5*threshold,2,44
50,800,5.48,1.5*threshold,2,48
50,800,5.48,1.5*threshold,2,50
50,800,5.48,1.5*threshold,2,53
50,800,5.48,1.5*threshold,2,55
50,800,5.48,1.5*threshold,2,58
50,800,5.48,1.5*threshold,2,60
50,800,5.48,1.5*threshold,2,63
50,800,5.48,1.5*threshold,2,65
50,800,5.48,1.5*threshold,2,68
50,800,5.48,1.5*threshold,2,70
50,800,5.48,1.5*threshold,2,73
50,800,5.48,1.5*threshold,2,75
50,800,5.48,1.5*threshold,2,78
50,800,5.48,1.5*threshold,2,80
50,800,5.48,1.5*threshold,2,83
50,800,5.48,1.5*threshold,2,85
50,800,5.48,1.5*threshold,2,88
50,800,5.48,1.5*threshold,2,90
50,800,5.48,1.5*threshold,2,93
50,800,5.48,1.5*threshold,2,95
50,800,5.48,1.5*threshold,2,98
50,800,5.48,1.5*threshold,2,100
50,800,5.48,1.5*threshold,2,103
50,800,5.48,1.5*threshold,2,105
50,800,5.48,1.5*threshold,2,108
50,800,5.48,1.5*threshold,2,110
50,800,5.48,1.5*threshold,2,113
50,800,5.48,1.5*threshold,2,115
50,800,5.48,1.5*threshold,2,118
50,800,5.48,1.5*threshold,2,120
50,800,5.48,1.5*threshold,2,124
50,800,5.48,1.5*threshold,2,126
50,800,5.48,1.5*threshold,2,129
50,800,5.48,1.5*threshold,2,131
50,800,5.48,1.5*threshold,2,134
50,800,5.48,1.5*threshold,2,136
50,800,5.48,1.5*threshold,2,139
50,800,5.48,1.5*threshold,2,141
50,800,5.48,1.5*threshold,2,144
50,800,5.48,1.5*threshold,2,146
50,800,5.48,1.5*threshold,2,149
50,800,5.48,1.5*threshold,2,151
50,800,5.48,1.5*threshold,2,154
50,800,5.48,1.5*threshold,2,156
50,800,5.48,1.5*threshold,2,159
50,800,5.48,1.5*threshold,2,161
50,800,5.48,1.5*threshold,2,164
50,800,5.48,1.5*threshold,2,166
50,800,5.48,1.5*threshold,2,169
50,800,5.48,1.5*threshold,2,171
50,800,5.48,1.5*threshold,2,174
50,800,5.48,1.5*threshold,2,176
50,800,5.48,1.5*threshold,2,179
50,800,5.48,1.5*threshold,2,183
50,800,5.48,1.5*threshold,2,185
50,800,5.48,1.5*threshold,2,188
50,800,5.48,1.5*threshold,2,190
50,800,5.48,1.5*threshold,2,193
50,800,5.48,1.5*threshold,2,195
50,800,5.48,1.5*threshold,2,198
50,800,5.48,1.5*threshold,2,200
50,800,5.48,1.5*threshold,2,203
50,800,5.48,1.5*threshold,2,205
50,800,5.48,1.5*threshold,2,208
50,800,5.48,1.5*threshold,2,210
50,800,5.48,1.5*threshold,2,213
50,800,5.48,1.5*threshold,2,215
50,800,5.48,1.5*threshold,2,218
50,800,5.48,1.5*threshold,2,220
50,800,5.48,1.5*threshold,2,223
50,800,5.48,1.5*threshold,2,225
50,800,5.48,1.5*threshold,2,228
50,800,5.48,1.5*threshold,2,230
50,800,5.48,1.5*threshold,2,233
50,800,5.48,1.5*threshold,2,235
50,800,5.48,1.5*threshold,2,238
50,800,5.48,1.5*threshold,2,240
50,800,5.48,1.5*threshold,2,243
50,800,5.48,1.5*threshold,2,245
50,800,5.48,1.5*threshold,2,248
50,800,5.48,1.5*threshold,2,250
50,800,5.48,1.5*threshold,2,253
50,800,5.48,1.5*threshold,2,255
50,800,5.48,1.5*threshold,2,258
50,800,5.48,1.5*threshold,2,260
50,800,5.48,1.5*threshold,2,263
50,800,5.48,1.5*threshold,2,265
50,800,5.48,1.5*threshold,2,268
50,800,5.48,1.5*threshold,2,270
50,800,5.48,1.5*threshold,2,273
50,800,5.48,1.5*threshold,2,275
50,800,5.48,1.5*threshold,2,278
50,800,5.48,1.5*threshold,2,280
50,800,5.48,1.5*threshold,2,283
50,800,5.48,1.5*threshold,2,285
50,800,5.48,1.5*threshold,2,288
50,800,5.48,1.5*threshold,2,290
50,800,5.48,1.5*threshold,2,293
50,800,5.48,1.5*threshold,2,295
50,800,5.48,1.5*threshold,2,298
50,800,5.48,1.5*threshold,3,1
50,800,5.48,1.5*threshold,3,4
50,800,5.48,1.5*threshold,3,6
50,800,5.48,1.5*threshold,3,9
50,800,5.48,1.5*threshold,3,11
50,800,5.48,1.5*threshold,3,14
50,800,5.48,1.5*threshold,3,16
50,800,5.48,1.5*threshold,3,19
50,800,5.48,1.5*threshold,3,21
50,800,5.48,1.5*threshold,3,24
50,800,5.48,1.5*threshold,3,26
50,800,5.48,1.5*threshold,3,29
50,800,5.48,1.5*threshold,3,31
50,800,5.48,1.5*threshold,3,34
50,800,5.48,1.5*threshold,3,36
50,800,5.48,1.5*threshold,3,39
50,800,5.48,1.5*threshold,3,41
50,800,5.48,1.5*threshold,3,44
50,800,5.48,1.5*threshold,3,46
50,800,5.48,1.5*threshold,3,49
50,800,5.48,1.5*threshold,3,51
50,800,5.48,1.5*threshold,3,54
50,800,5.48,1.5*threshold,3,56
50,800,5.48,1.5*threshold,3,59
50,800,5.48,1.5*threshold,3,61
50,800,5.48,1.5*threshold,3,64
50,800,5.48,1.5*threshold,3,66
50,800,5.48,1.5*threshold,3,69
50,800,5.48,1.5*threshold,3,71
50,800,5.48,1.5*threshold,3,74
50,800,5.48,1.5*threshold,3,76
50,800,5.48,1.5*threshold,3,79
50,800,5.48,1.5*threshold,3,81
50,800,5.48,1.5*threshold,3,85
50,800,5.48,1.5*threshold,3,88
50,800,5.48,1.5*threshold,3,90
50,800,5.48,1.5*threshold,3,93
50,800,5.48,1.5*threshold,3,95
50,800,5.48,1.5*threshold,3,98
50,800,5.48,1.5*threshold,3,100
50,800,5.48,1.5*threshold,3,104
50,800,5.48,1.5*threshold,3,106
50,800,5.48,1.5*threshold,3,109
50,800,5.48,1.5*threshold,3,111
50,800,5.48,1.5*threshold,3,114
50,800,5.48,1.5*threshold,3,116
50,800,5.48,1.5*threshold,3,119
50,800,5.48,1.5*threshold,3,121
50,800,5.48,1.5*threshold,3,124
50,800,5.48,1.5*threshold,3,126
50,800,5.48,1.5*threshold,3,129
50,800,5.48,1.5*threshold,3,131
50,800,5.48,1.5*threshold,3,134
50,800,5.48,1.5*threshold,3,136
50,800,5.48,1.5*threshold,3,139
50,800,5.48,1.5*threshold,3,141
50,800,5.48,1.5*threshold,3,144
50,800,5.48,1.5*threshold,3,146
50,800,5.48,1.5*threshold,3,149
50,800,5.48,1.5*threshold,3,151
50,800,5.48,1.5*threshold,3,154
50,800,5.48,1.5*threshold,3,156
50,800,5.48,1.5*threshold,3,159
50,800,5.48,1.5*threshold,3,161
50,800,5.48,1.5*threshold,3,164
50,800,5.48,1.5*threshold,3,166
50,800,5.48,1.5*threshold,3,169
50,800,5.48,1.5*threshold,3,171
50,800,5.48,1.5*threshold,3,175
50,800,5.48,1.5*threshold,3,178
50,800,5.48,1.5*threshold,3,180
50,800,5.48,1.5*threshold,3,183
50,800,5.48,1.5*threshold,3,185
50,800,5.48,1.5*threshold,3,188
50,800,5.48,1.5*threshold,3,190
50,800,5.48,1.5*threshold,3,193
50,800,5.48,1.5*threshold,3,195
50,800,5.48,1.5*threshold,3,198
50,800,5.48,1.5*threshold,3,200
50,800,5.48,1.5*threshold,3,204
50,800,5.48,1.5*threshold,3,206
50,800,5.48,1.5*threshold,3,209
50,800,5.48,1.5*threshold,3,211
50,800,5.48,1.5*threshold,3,214
50,800,5.48,1.5*threshold,3,216
50,800,5.48,1.5*threshold,3,219
50,800,5.48,1.5*threshold,3,221
50,800,5.48,1.5*threshold,3,224
50,800,5.48,1.5*threshold,3,226
50,800,5.48,1.5*threshold,3,229
50,800,5.48,1.5*threshold,3,231
50,800,5.48,1.5*threshold,3,234
50,800,5.48,1.5*threshold,3,237
50,800,5.48,1.5*threshold,3,239
50,800,5.48,1.5*threshold,3,241
50,800,5.48,1.5*threshold,3,244
50,800,5.48,1.5*threshold,3,246
50,800,5.48,1.5*threshold,3,249
50,800,5.48,1.5*threshold,3,251
50,800,5.48,1.5*threshold,3,254
50,800,5.48,1.5*threshold,3,256
50,800,5.48,1.5*threshold,3,259
50,800,5.48,1.5*threshold,3,261
50,800,5.48,1.5*threshold,3,264
50,800,5.48,1.5*threshold,3,266
50,800,5.48,1.5*threshold,3,269
50,800,5.48,1.5*threshold,3,271
50,800,5.48,1.5*threshold,3,274
50,800,5.48,1.5*threshold,3,276
50,800,5.48,1.5*threshold,3,279
50,800,5.48,1.5*threshold,3,281
50,800,5.48,1.5*threshold,3,284
50,800,5.48,1.5*threshold,3,286
50,800,5.48,1.5*threshold,3,289
50,800,5.48,1.5*threshold,3,291
50,800,5.48,1.5*threshold,3,294
50,800,5.48,1.5*threshold,3,296
50,800,5.48,1.5*threshold,3,299
50,800,5.48,1.5*threshold,4,1
50,800,5.48,1.5*threshold,4,4
50,800,5.48,1.5*threshold,4,6
50,800,5.48,1.5*threshold,4,9
50,800,5.48,1.5*threshold,4,11
50,800,5.48,1.5*threshold,4,14
50,800,5.48,1.5*threshold,4,16
50,800,5.48,1.5*threshold,4,19
50,800,5.48,1.5*threshold,4,21
50,800,5.48,1.5*threshold,4,24
50,800,5.48,1.5*threshold,4,26
50,800,5.48,1.5*threshold,4,29
50,800,5.48,1.5*threshold,4,31
50,800,5.48,1.5*threshold,4,34
50,800,5.48,1.5*threshold,4,36
50,800,5.48,1.5*threshold,4,41
50,800,5.48,1.5*threshold,4,44
50,800,5.48,1.5*threshold,4,46
50,800,5.48,1.5*threshold,4,49
50,800,5.48,1.5*threshold,4,51
50,800,5.48,1.5*threshold,4,54
50,800,5.48,1.5*threshold,4,56
50,800,5.48,1.5*threshold,4,59
50,800,5.48,1.5*threshold,4,61
50,800,5.48,1.5*threshold,4,64
50,800,5.48,1.5*threshold,4,66
50,800,5.48,1.5*threshold,4,69
50,800,5.48,1.5*threshold,4,71
50,800,5.48,1.5*threshold,4,74
50,800,5.48,1.5*threshold,4,76
50,800,5.48,1.5*threshold,4,79
50,800,5.48,1.5*threshold,4,81
50,800,5.48,1.5*threshold,4,84
50,800,5.48,1.5*threshold,4,86
50,800,5.48,1.5*threshold,4,89
50,800,5.48,1.5*threshold,4,91
50,800,5.48,1.5*threshold,4,95
50,800,5.48,1.5*threshold,4,98
50,800,5.48,1.5*threshold,4,101
50,800,5.48,1.5*threshold,4,103
50,800,5.48,1.5*threshold,4,105
50,800,5.48,1.5*threshold,4,108
50,800,5.48,1.5*threshold,4,110
50,800,5.48,1.5*threshold,4,113
50,800,5.48,1.5*threshold,4,115
50,800,5.48,1.5*threshold,4,119
50,800,5.48,1.5*threshold,4,121
50,800,5.48,1.5*threshold,4,124
50,800,5.48,1.5*threshold,4,126
50,800,5.48,1.5*threshold,4,129
50,800,5.48,1.5*threshold,4,131
50,800,5.48,1.5*threshold,4,134
50,800,5.48,1.5*threshold,4,136
50,800,5.48,1.5*threshold,4,139
50,800,5.48,1.5*threshold,4,141
50,800,5.48,1.5*threshold,4,144
50,800,5.48,1.5*threshold,4,146
50,800,5.48,1.5*threshold,4,149
50,800,5.48,1.5*threshold,4,151
50,800,5.48,1.5*threshold,4,154
50,800,5.48,1.5*threshold,4,156
50,800,5.48,1.5*threshold,4,159
50,800,5.48,1.5*threshold,4,161
50,800,5.48,1.5*threshold,4,165
50,800,5.48,1.5*threshold,4,168
50,800,5.48,1.5*threshold,4,170
50,800,5.48,1.5*threshold,4,173
50,800,5.48,1.5*threshold,4,175
50,800,5.48,1.5*threshold,4,178
50,800,5.48,1.5*threshold,4,180
50,800,5.48,1.5*threshold,4,184
50,800,5.48,1.5*threshold,4,186
50,800,5.48,1.5*threshold,4,189
50,800,5.48,1.5*threshold,4,191
50,800,5.48,1.5*threshold,4,194
50,800,5.48,1.5*threshold,4,196
50,800,5.48,1.5*threshold,4,199
50,800,5.48,1.5*threshold,4,201
50,800,5.48,1.5*threshold,4,204
50,800,5.48,1.5*threshold,4,206
50,800,5.48,1.5*threshold,4,209
50,800,5.48,1.5*threshold,4,211
50,800,5.48,1.5*threshold,4,214
50,800,5.48,1.5*threshold,4,216
50,800,5.48,1.5*threshold,4,219
50,800,5.48,1.5*threshold,4,221
50,800,5.48,1.5*threshold,4,224
50,800,5.48,1.5*threshold,4,226
50,800,5.48,1.5*threshold,4,229
50,800,5.48,1.5*threshold,4,231
50,800,5.48,1.5*threshold,4,234
50,800,5.48,1.5*threshold,4,236
50,800,5.48,1.5*threshold,4,239
50,800,5.48,1.5*threshold,4,241
50,800,5.48,1.5*threshold,4,244
50,800,5.48,1.5*threshold,4,246
50,800,5.48,1.5*threshold,4,249
50,800,5.48,1.5*threshold,4,251
50,800,5.48,1.5*threshold,4,254
50,800,5.48,1.5*threshold,4,256
50,800,5.48,1.5*threshold,4,259
50,800,5.48,1.5*threshold,4,261
50,800,5.48,1.5*threshold,4,264
50,800,5.48,1.5*threshold,4,266
50,800,5.48,1.5*threshold,4,269
50,800,5.48,1.5*threshold,4,271
50,800,5.48,1.5*threshold,4,274
50,800,5.48,1.5*threshold,4,276
50,800,5.48,1.5*threshold,4,279
50,800,5.48,1.5*threshold,4,281
50,800,5.48,1.5*threshold,4,284
50,800,5.48,1.5*threshold,4,286
50,800,5.48,1.5*threshold,4,289
50,800,5.48,1.5*threshold,4,291
50,800,5.48,1.5*threshold,4,294
50,800,5.48,1.5*threshold,4,296
50,800,5.48,1.5*threshold,4,299
50,800,5.48,1.5*threshold,5,1
50,800,5.48,1.5*threshold,5,4
50,800,5.48,1.5*threshold,5,6
50,800,5.48,1.5*threshold,5,9
50,800,5.48,1.5*threshold,5,11
50,800,5.48,1.5*threshold,5,14
50,800,5.48,1.5*threshold,5,16
50,800,5.48,1.5*threshold,5,19
50,800,5.48,1.5*threshold,5,21
50,800,5.48,1.5*threshold,5,24
50,800,5.48,1.5*threshold,5,26
50,800,5.48,1.5*threshold,5,29
50,800,5.48,1.5*threshold,5,31
50,800,5.48,1.5*threshold,5,34
50,800,5.48,1.5*threshold,5,36
50,800,5.48,1.5*threshold,5,41
50,800,5.48,1.5*threshold,5,44
50,800,5.48,1.5*threshold,5,46
50,800,5.48,1.5*threshold,5,49
50,800,5.48,1.5*threshold,5,51
50,800,5.48,1.5*threshold,5,54
50,800,5.48,1.5*threshold,5,56
50,800,5.48,1.5*threshold,5,59
50,800,5.48,1.5*threshold,5,61
50,800,5.48,1.5*threshold,5,64
50,800,5.48,1.5*threshold,5,66
50,800,5.48,1.5*threshold,5,70
50,800,5.48,1.5*threshold,5,73
50,800,5.48,1.5*threshold,5,75
50,800,5.48,1.5*threshold,5,78
50,800,5.48,1.5*threshold,5,80
50,800,5.48,1.5*threshold,5,83
50,800,5.48,1.5*threshold,5,85
50,800,5.48,1.5*threshold,5,88
50,800,5.48,1.5*threshold,5,90
50,800,5.48,1.5*threshold,5,93
50,800,5.48,1.5*threshold,5,95
50,800,5.48,1.5*threshold,5,98
50,800,5.48,1.5*threshold,5,100
50,800,5.48,1.5*threshold,5,103
50,800,5.48,1.5*threshold,5,105
50,800,5.48,1.5*threshold,5,108
50,800,5.48,1.5*threshold,5,110
50,800,5.48,1.5*threshold,5,113
50,800,5.48,1.5*threshold,5,115
50,800,5.48,1.5*threshold,5,118
50,800,5.48,1.5*threshold,5,120
50,800,5.48,1.5*threshold,5,123
50,800,5.48,1.5*threshold,5,125
50,800,5.48,1.5*threshold,5,128
50,800,5.48,1.5*threshold,5,130
50,800,5.48,1.5*threshold,5,133
50,800,5.48,1.5*threshold,5,135
50,800,5.48,1.5*threshold,5,138
50,800,5.48,1.5*threshold,5,140
50,800,5.48,1.5*threshold,5,143
50,800,5.48,1.5*threshold,5,145
50,800,5.48,1.5*threshold,5,148
50,800,5.48,1.5*threshold,5,150
50,800,5.48,1.5*threshold,5,153
50,800,5.48,1.5*threshold,5,155
50,800,5.48,1.5*threshold,5,158
